法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
法律,平成十年法律第二十五号,電子計算機を使用して作成する国税関係帳簿書類の保存方法等の特例に関する法律,でんしけいさんきをしようしてさくせいするこくぜいかんけいちょうぼしょるいのほぞんほうほうとうのとくれいにかんするほうりつ,,平成十年三月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和七年四月一日,,410AC0000000025,https://laws.e-gov.go.jp/law/410AC0000000025/20250401_507AC0000000013,
法律,平成十年法律第二十五号,電子計算機を使用して作成する国税関係帳簿書類の保存方法等の特例に関する法律,でんしけいさんきをしようしてさくせいするこくぜいかんけいちょうぼしょるいのほぞんほうほうとうのとくれいにかんするほうりつ,,平成十年三月三十一日,所得税法等の一部を改正する法律,令和七年法律第十三号,令和七年三月三十一日,令和九年一月一日,,410AC0000000025,https://laws.e-gov.go.jp/law/410AC0000000025/20270101_507AC0000000013,○
政令,平成十年政令第十九号,平成十年分所得税の特別減税のための臨時措置法施行令,へいせいじゅうねんふんしょとくぜいのとくべつげんぜいのためのりんじそちほうしこうれい,,平成十年一月三十日,,平成十二年政令第三百七号,平成十二年六月七日,平成十三年一月六日,,410CO0000000019,https://laws.e-gov.go.jp/law/410CO0000000019/20010106_412CO0000000307,
政令,平成十年政令第三百四十五号,たばこ特別税に関する政令,たばことくべつぜいにかんするせいれい,,平成十年十月二十八日,たばこ税法施行令の一部を改正する政令,令和六年政令第百四十七号,令和六年三月三十日,令和六年十月一日,,410CO0000000345,https://laws.e-gov.go.jp/law/410CO0000000345/20241001_506CO0000000147,
政令,平成十年政令第三百四十五号,たばこ特別税に関する政令,たばことくべつぜいにかんするせいれい,,平成十年十月二十八日,たばこ特別税に関する政令の一部を改正する政令,令和七年政令第百二十九号,令和七年三月三十一日,令和九年四月一日,,410CO0000000345,https://laws.e-gov.go.jp/law/410CO0000000345/20270401_507CO0000000129,○
府省令,平成十年大蔵省令第二号,平成十年分所得税の特別減税のための臨時措置法施行規則,へいせいじゅうねんふんしょとくぜいのとくべつげんぜいのためのりんじそちほうしこうきそく,,平成十年一月三十日,,平成十二年大蔵省令第六十九号,平成十二年八月二十一日,平成十三年一月六日,,410M50000040002,https://laws.e-gov.go.jp/law/410M50000040002/20010106_412M50000040069,
府省令,平成十年大蔵省令第四十三号,電子計算機を使用して作成する国税関係帳簿書類の保存方法等の特例に関する法律施行規則,でんしけいさんきをしようしてさくせいするこくぜいかんけいちょうぼしょるいのほぞんほうほうとうのとくれいにかんするほうりつしこうきそく,,平成十年三月三十一日,電子計算機を使用して作成する国税関係帳簿書類の保存方法等の特例に関する法律施行規則の一部を改正する省令,令和七年財務省令第二十八号,令和七年三月三十一日,令和七年四月一日,,410M50000040043,https://laws.e-gov.go.jp/law/410M50000040043/20250401_507M60000040028,
府省令,平成十年大蔵省令第四十三号,電子計算機を使用して作成する国税関係帳簿書類の保存方法等の特例に関する法律施行規則,でんしけいさんきをしようしてさくせいするこくぜいかんけいちょうぼしょるいのほぞんほうほうとうのとくれいにかんするほうりつしこうきそく,,平成十年三月三十一日,電子計算機を使用して作成する国税関係帳簿書類の保存方法等の特例に関する法律施行規則の一部を改正する省令,令和七年財務省令第二十八号,令和七年三月三十一日,令和九年一月一日,,410M50000040043,https://laws.e-gov.go.jp/law/410M50000040043/20270101_507M60000040028,○
府省令,平成十年大蔵省令第百二十二号,たばこ特別税に関する省令,たばことくべつぜいにかんするしょうれい,,平成十年十月二十八日,,平成二十七年財務省令第三十九号,平成二十七年三月三十一日,平成二十七年四月一日,,410M50000040122,https://laws.e-gov.go.jp/law/410M50000040122/20150401_427M60000040039,
法律,平成十二年法律第二号,平成十一年度の緊急生産調整推進対策水田営農確立助成補助金等についての所得税及び法人税の臨時特例に関する法律,へいせいじゅういちねんどのきんきゅうせいさんちょうせいすいしんたいさくすいでんえいのうかくりつじょせいほじょきんとうについてのしょとくぜいおよびほうじんぜいのりんじとくれいにかんするほうりつ,,平成十二年二月十八日,,平成十一年法律第百六十号,平成十一年十二月二十二日,平成十三年一月六日,,412AC1000000002,https://laws.e-gov.go.jp/law/412AC1000000002/20010106_411AC0000000160,
政令,平成十二年政令第四十五号,平成十一年度の緊急生産調整推進対策水田営農確立助成補助金等についての所得税及び法人税の臨時特例に関する法律施行令,へいせいじゅういちねんどのきんきゅうせいさんちょうせいすいしんたいさくすいでんえいのうかくりつじょせいほじょきんとうについてのしょとくぜいおよびほうじんぜいのりんじとくれいにかんするほうりつしこうれい,,平成十二年二月十八日,,平成十三年政令第百四十一号,平成十三年三月三十日,平成十三年三月三十一日,,412CO0000000045,https://laws.e-gov.go.jp/law/412CO0000000045/20010331_413CO0000000141,
府省令,平成十二年大蔵省令第四号,平成十一年度の緊急生産調整推進対策水田営農確立助成補助金等についての所得税及び法人税の臨時特例に関する法律施行規則,へいせいじゅういちねんどのきんきゅうせいさんちょうせいすいしんたいさくすいでんえいのうかくりつじょせいほじょきんとうについてのしょとくぜいおよびほうじんぜいのりんじとくれいにかんするほうりつしこうきそく,,平成十二年二月十八日,,平成十二年大蔵省令第六十九号,平成十二年八月二十一日,平成十三年一月六日,,412M50000040004,https://laws.e-gov.go.jp/law/412M50000040004/20010106_412M50000040069,
法律,平成十三年法律第一号,平成十二年度の水田農業経営確立助成補助金等についての所得税及び法人税の臨時特例に関する法律,へいせいじゅうにねんどのすいでんのうぎょうけいえいかくりつじょせいほじょきんとうについてのしょとくぜいおよびほうじんぜいのりんじとくれいにかんするほうりつ,,平成十三年二月二十日,,,平成十三年二月二十日,平成十三年二月二十日,,413AC1000000001,https://laws.e-gov.go.jp/law/413AC1000000001/20010220_000000000000000,
政令,平成十三年政令第三十五号,平成十二年度の水田農業経営確立助成補助金等についての所得税及び法人税の臨時特例に関する法律施行令,へいせいじゅうにねんどのすいでんのうぎょうけいえいかくりつじょせいほじょきんとうについてのしょとくぜいおよびほうじんぜいのりんじとくれいにかんするほうりつしこうれい,,平成十三年二月二十日,,平成十三年政令第百四十一号,平成十三年三月三十日,平成十三年三月三十一日,,413CO0000000035,https://laws.e-gov.go.jp/law/413CO0000000035/20010331_413CO0000000141,
府省令,平成十三年財務省令第七号,平成十二年度の水田農業経営確立助成補助金等についての所得税及び法人税の臨時特例に関する法律施行規則,へいせいじゅうにねんどのすいでんのうぎょうけいえいかくりつじょせいほじょきんとうについてのしょとくぜいおよびほうじんぜいのりんじとくれいにかんするほうりつしこうきそく,,平成十三年二月二十日,,,平成十三年二月二十日,平成十三年二月二十日,,413M60000040007,https://laws.e-gov.go.jp/law/413M60000040007/20010220_000000000000000,
